GameID,Name,Type,Provider,RTP,Themes,Features,Betways,Hitrate,Volatility
em:35663,Fruitsie,VIDEOSLOTS,AspectGames,0.96,"[""Arcade""]",[],30,0,0
em:60802,Crash Ghostly,CRASHGAMES,iMoon,0.99,[],[],null,0.180459156,2063.213259
em:59975,Minerz,VIDEOSLOTS,Platipus,0.9531,"[""Gems""]","[""Free Spins"",""Scatter Symbol""]",None,0.211852935,2748.16994
em:58964,Big Bass Crash™,CRASHGAMES,PragmaticPlay,0.955,"[""Fishing""]","[""Gamble""]",None,0.277193587,1157.874509
em:48718,1 Reel Reef,VIDEOSLOTS,Spinomenal,0.9542,"[""Classic""]","[""Multiplier"",""Wild Symbol"",""Random Collectibles""]",1,0.191474182,292.7051177
em:60853,Candy Jar Cluster™,VIDEOSLOTS,PragmaticPlay,0.9608,"[""Food""]","[""Clusters"",""Free Spins"",""Multiplier"",""Wild Symbol""]",None,0.211146929,10919.96067
em:56537,Fat Panda™,VIDEOSLOTS,PragmaticPlay,0.9607,"[""Asian""]","[""Expanding Wild Symbol"",""Free Spins""]",20,0.226114114,1666.688862
em:42637,Mystic Fortune Deluxe,VIDEOSLOTS,Habanero,0.9671,"[""Fantasy""]","[""Free Spins"",""Scatter Symbol"",""Wild Symbol""]",28,0.279350838,7603.617653
em:35482,John Hunter and the Book of Tut™,VIDEOSLOTS,PragmaticPlay,0.945,"[""Egyptian""]","[""Buy Feature"",""Free Spins""]",10,0.23946022,782.9812963
em:60793,Crash 3DX,CRASHGAMES,iMoon,0.99,[],[],null,0.227275983,1260.066785
em:37323,Gems Bonanza™,VIDEOSLOTS,PragmaticPlay,0.9655,"[""Gems""]","[""Buy Feature"",""Free Spins"",""Multiplier""]",None,0.245659232,626.1119601
em:60357,Allstar 7s Hold and Win,VIDEOSLOTS,Kalamba,0.9343,"[""Classic""]",[],25,0.138222281,2527.253181
em:58092,Forge of Olympus™,VIDEOSLOTS,PragmaticPlay,0.9625,"[""Mythology""]","[""Free Spins""]",None,0.196131615,18085.79425
em:60803,Crash Witch,CRASHGAMES,iMoon,0.99,[],[],null,0.180959173,827.0234385
em:35731,Double Flame,VIDEOSLOTS,SpadeGaming,0.965,"[""Classic""]",[],25,0.3122902,881.2621545
em:40516,Lucky Lightning™,VIDEOSLOTS,PragmaticPlay,0.9645,"[""Mythology""]","[""Buy Feature""]",243,0.195930226,1746.283059
em:39334,Lucky Spin,VIDEOSLOTS,AspectGames,0.94,[],"[""Free Spins"",""Multiplier"",""Wild Symbol""]",30,0.351005824,726.3917907
em:60481,HelicopterX,CRASHGAMES,SmartSoft,0.9793,"[""Action""]","[""Gamble""]",null,0.192186484,1187.247822
em:53459,Star Staxx,VIDEOSLOTS,StakeLogic,0.9605,"[""Space""]","[""Bonus Round"",""Free Spins"",""Multiplier""]",20 (Bothway),0.114257426,1450.042015
em:41742,Joker Wild Blaster,VIDEOSLOTS,StakeLogic,0.9598,"[""Classic"",""Fruits"",""Joker""]","[""Gamble Feature"",""Multiplier"",""Wild Symbol"",""Wild Symbol""]",10,0.134108122,994.8271664
em:57596,Rainin' Money,VIDEOSLOTS,OneXTwoGaming,0.9615,"[""Action""]",[],20,0.208476184,1475.73555
em:39625,Queen Of Fire,VIDEOSLOTS,Spinomenal,0.958,"[""Adventure"",""Fantasy""]","[""Bonus Round"",""Buy Feature"",""Expanding Wild Symbol"",""Free Spins"",""Gamble"",""Wild Symbol""]",25,0.187931484,397.6376256
em:53098,Vegas Blast Minimax,VIDEOSLOTS,Kalamba,0.9665,"[""Classic""]","[""Free Spins"",""Multiplier""]",20,0.171839756,724.1784122
em:36909,Wild Wild Riches,VIDEOSLOTS,PragmaticPlay,0.9677,"[""Treasure""]","[""Free Spins""]",576,0.23904849,1190.235834
em:17413,Crazy Jellies,VIDEOSLOTS,Platipus,0.94,"[""Food"",""Fruits""]",[],null,0.184033261,703.9662724
em:30557,Encharmed Quattro,VIDEOSLOTS,StakeLogic,0.9616,"[""Fantasy""]","[""Free Spins"",""Gamble Feature""]",null,0.209131737,301.3029865
em:56698,Wisdom of Athena™,VIDEOSLOTS,PragmaticPlay,0.9607,"[""Mythology""]","[""Free Spins"",""Multiplier""]",None,0.210609047,4058.586402
em:60249,Pick A Fruit - Frosty Reels,VIDEOSLOTS,Spinomenal,0.9572,"[""Fruits""]","[""Scatter Symbol"",""Wild Symbol""]",40,0.15094657,3013.649745
em:60036,Trout's Treasure - Fishing Season,VIDEOSLOTS,Spinomenal,0.962,"[""Fishing""]","[""Free Spins"",""Wild Symbol""]",null,0.149596352,1291.240077
em:60309,1 Reel - Cash Vault,VIDEOSLOTS,Spinomenal,0.9542,"[""Treasure""]","[""Random Collectibles"",""Wild Symbol""]",null,0.167905218,1245.751765
em:60198,Prospector Wilds: Gold Digga,VIDEOSLOTS,OneXTwoGaming,0.963,"[""Action""]","[""Free Spins"",""Wild Symbol""]",30,0.192013594,10027.94394
em:62437,Tiki Tiki Hold 'N' Win,VIDEOSLOTS,StakeLogic,0.9605,"[""Tropical""]","[""Free Spins"",""Lucky Wheel"",""Multiplier"",""Scatter Symbol""]",None,0.132728495,1655.727441
em:51426,3 Jokers,VIDEOSLOTS,StakeLogic,0.958,"[""Joker""]","[""Free Spins"",""Multiplier""]",10,0.134053829,384.0394932
em:39980,Hot Joker,VIDEOSLOTS,StakeLogic,0.9501,"[""Classic"",""Fruits""]","[""Free Spins"",""Gamble Feature"",""Wild Symbol""]",40,0.114822547,494.5473247
em:39351,Feng Shui Master,VIDEOSLOTS,AspectGames,0.94,[],"[""Free Spins"",""Multiplier"",""Scatter Symbol"",""Wild Symbol""]",10,0.277230432,311.5293727
em:62515,Strawberry Cocktail,VIDEOSLOTS,PragmaticPlay,0.96,"[""Gems""]","[""Free Spins"",""Multiplier"",""Scatter Symbol"",""Wild Symbol""]",10,0.133345108,3745.804123
em:63094,Beware The Deep Megaways™,VIDEOSLOTS,PragmaticPlay,0.9747,"[""Adventure""]","[""Free Spins"",""Megaways"",""Multiplier"",""Scatter Symbol"",""Wild Symbol""]",117649,0.2007637,988.0169286
em:39012,Skulls Gone Wild,VIDEOSLOTS,NetGaming,0.9642,[],"[""Multiplier"",""Respins"",""Win Both Ways""]",10,0.147108366,296.809268
em:60777,Christmas Megaways,VIDEOSLOTS,OneXTwoGaming,0.96,"[""Christmas""]","[""Buy Feature"",""Free Spins"",""Multiplier"",""Scatter Symbol"",""Wild Symbol""]",117649,0.209111093,7129.342348
em:60459,Big Bass Christmas Bash™,VIDEOSLOTS,PragmaticPlay,0.9671,"[""Christmas""]","[""Scatter Symbol"",""Wild Symbol""]",10,0.125218756,2612.506792
em:60675,Wild Santa 3,VIDEOSLOTS,Spinomenal,0.9578,"[""Christmas""]","[""Expanding Wild Symbol"",""Free Spins""]",20,0.183843251,923.3688627
em:17477,Classic Joker 5 Reels,VIDEOSLOTS,StakeLogic,0.9626,"[""Classic""]","[""Supermeter""]",15,0.095,1006.388048
em:37780,Christmas Megaways,VIDEOSLOTS,OneXTwoGaming,0.962,"[""Christmas""]","[""Free Spins"",""Megaways""]",117649,0,0
kr:716,Seven and Fruits,VIDEOSLOTS,PlaySon,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",null,0,0
kr:701,Burning Wins Classic 5 Lines,VIDEOSLOTS,PlaySon,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",null,0,0
kr:715,Royal Coins Hold and Win,VIDEOSLOTS,PlaySon,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",5,0,0
kr:710,Fruits and Jokers 20 Lines,VIDEOSLOTS,PlaySon,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",null,0,0
kr:706,Diamond Fortunator Hold and Win,VIDEOSLOTS,PlaySon,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",5,0,0
kr:700,Solar Queen,VIDEOSLOTS,PlaySon,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",20,0,0
kr:600,F777,CRASHGAMES,OnlyPlay,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",null,0.265200883,3114.995052
kr:704,Buffalo Power Hold and Win,VIDEOSLOTS,PlaySon,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",20,0,0
kr:25011,Rocket Racers,CRASHGAMES,EsaGaming,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",None,0.274330281,646.8443489
kr:717,Seven and Fruits 20 Lines,VIDEOSLOTS,PlaySon,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",null,0,0
kr:719,Sunny Fruits Hold and Win,VIDEOSLOTS,PlaySon,0.96,"[""Treasure""]","[""Free Spins"",""Wild Symbol""]",10,0,0
